Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Finalização;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor
SE;MG;Uberlândia;F;entre 21 a 30 anos;2014;12;05/12/2014;15/12/2014;05/01/2015;10;Casasbahia.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Fogão, microondas, forno elétrico, depurador de ar e coifa;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;M;entre 21 a 30 anos;2014;12;12/12/2014;18/12/2014;05/01/2015;6;Extra ;Supermercados;Produtos Eletrodomésticos e Eletrônicos;Lavadora de roupa, louça e secadora;Entrega do Produto;Não entrega / demora na entrega do produto;Loja física;S;S;Finalizada avaliada;Resolvida;5
SE;SP;Santo André;F;entre 41 a 50 anos;2014;12;19/12/2014;29/12/2014;19/01/2015;10;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
NE;BA;Porto Seguro;F;entre 21 a 30 anos;2014;12;21/12/2014;29/12/2014;19/01/2015;8;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Votuporanga;M;entre 61 a 70 anos;2014;12;16/12/2014;26/12/2014;16/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Telêmaco Borba;M;entre 41 a 50 anos;2014;12;17/12/2014;23/12/2014;13/01/2015;6;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
NE;PI;Eliseu Martins;M;entre 31 a 40 anos;2014;12;18/12/2014;26/12/2014;16/01/2015;8;Walmart.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Refrigerador / freezer;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Tremembé;F;entre 31 a 40 anos;2014;12;10/12/2014;19/12/2014;09/01/2015;9;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;M;entre 21 a 30 anos;2014;12;17/12/2014;24/12/2014;14/01/2015;7;Pontofrio.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;M;entre 21 a 30 anos;2014;12;18/12/2014;24/12/2014;12/01/2015;6;BV Financeira;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Cobrança submetendo a ofensa, constrangimento ou ameaça;Não comprei / contratei;N;S;Finalizada avaliada;Não Resolvida;3
S ;SC;Braço do Norte;M;entre 21 a 30 anos;2014;12;06/12/2014;16/12/2014;03/01/2015;10;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Telefone;S;S;Finalizada avaliada;Resolvida;1
SE;MG;Coronel Fabriciano;M;entre 21 a 30 anos;2014;12;12/12/2014;15/12/2014;02/01/2015;3;Submarino;Comércio Eletrônico;Demais Produtos;Material de construção e acabamento;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
NE;RN;Parnamirim;M;entre 21 a 30 anos;2014;12;13/12/2014;15/12/2014;02/01/2015;2;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Loja física;S;S;Finalizada avaliada;Não Resolvida;4
NE;PE;Recife;M;até 20 anos;2014;12;21/12/2014;29/12/2014;05/01/2015;8;Banco Santander Cartões;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Stand, feiras e eventos;S;S;Finalizada avaliada;Resolvida;5
SE;RJ;Rio de Janeiro;M;entre 41 a 50 anos;2014;12;22/12/2014;30/12/2014;20/01/2015;8;Extra.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;
NE;PB;João Pessoa;M;entre 21 a 30 anos;2014;12;18/12/2014;26/12/2014;13/01/2015;8;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Cobrança / Contestação;Cobrança adicional não informada previamente (frete, montagem, taxas);Loja física;N;S;Finalizada avaliada;Resolvida;2
CO;DF;Brasília;M;entre 21 a 30 anos;2014;12;16/12/2014;26/12/2014;13/01/2015;10;Novo Mundo;Varejo;Demais Produtos;Móveis e Colchões;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada avaliada;Não Resolvida;3
NE;PE;Palmares;M;entre 21 a 30 anos;2014;12;18/12/2014;23/12/2014;13/01/2015;5;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;M;entre 21 a 30 anos;2014;12;19/12/2014;26/12/2014;13/01/2015;7;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança após cancelamento do serviço;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Colombo;F;entre 31 a 40 anos;2014;12;10/12/2014;12/12/2014;02/01/2015;2;Claro TV ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Cobrança / Contestação;Cobrança após cancelamento do serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Votorantim;F;entre 21 a 30 anos;2014;12;18/12/2014;26/12/2014;10/01/2015;8;Casasbahia.com;Comércio Eletrônico;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Internet;S;S;Finalizada avaliada;Não Resolvida;1
SE;MG;Ewbank da Câmara;M;entre 41 a 50 anos;2014;12;18/12/2014;23/12/2014;13/01/2015;5;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc);Cobrança / Contestação;Negativação indevida - desconhece motivo e/ou fornecedor;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
CO;GO;Aparecida de Goiânia;F;entre 21 a 30 anos;2014;12;05/12/2014;13/12/2014;03/01/2015;8;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho de telefone fixo / interfone;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Catálogo;S;S;Finalizada não avaliada;Não Avaliada;
S ;RS;Santa Cruz do Sul;M;entre 31 a 40 anos;2014;12;05/12/2014;15/12/2014;05/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Telefone;N;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Coronel Fabriciano;M;entre 21 a 30 anos;2014;12;13/12/2014;23/12/2014;12/01/2015;10;Casasbahia.com;Comércio Eletrônico;Demais Produtos;Móveis e Colchões;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
SE;MG;Ipatinga;F;entre 21 a 30 anos;2014;12;13/12/2014;23/12/2014;12/01/2015;10;Casasbahia.com;Comércio Eletrônico;Demais Produtos;Móveis e Colchões;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
SE;ES;Vitória;F;entre 41 a 50 anos;2014;12;22/12/2014;30/12/2014;20/01/2015;8;Consórcio Fiat;Administradoras de Consórcios;Serviços Financeiros;Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc);Cobrança / Contestação;Negativação indevida referente à pagamento já efetuado;Stand, feiras e eventos;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Valença;F;entre 41 a 50 anos;2014;12;23/12/2014;26/12/2014;11/01/2015;3;Claro TV ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;SP;Osasco;F;entre 51 a 60 anos;2014;12;23/12/2014;30/12/2014;20/01/2015;7;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho de telefone fixo / interfone;Atendimento / SAC;Dificuldade de contato / demora no atendimento;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Tremembé;M;entre 31 a 40 anos;2014;12;19/12/2014;29/12/2014;01/01/2015;10;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Vício de Qualidade;Fila em banco;Não comprei / contratei;N;S;Finalizada avaliada;Resolvida;4
SE;ES;Pinheiros;M;entre 21 a 30 anos;2014;12;19/12/2014;29/12/2014;19/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
S ;RS;Pelotas;M;entre 21 a 30 anos;2014;12;03/12/2014;13/12/2014;03/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Domicílio;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Guarujá;M;entre 21 a 30 anos;2014;12;10/12/2014;12/12/2014;02/01/2015;2;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;N;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Ewbank da Câmara;M;entre 41 a 50 anos;2014;12;18/12/2014;26/12/2014;16/01/2015;8;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;F;mais de 70 anos;2014;12;08/12/2014;18/12/2014;08/01/2015;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança após cancelamento do serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Jaguariúna;M;entre 51 a 60 anos;2014;12;15/12/2014;24/12/2014;02/01/2015;9;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Cobrança / Contestação;Cobrança após cancelamento do serviço;Loja física;S;S;Finalizada avaliada;Resolvida;3
CO;MT;Cuiabá;M;entre 31 a 40 anos;2014;12;23/12/2014;02/01/2015;23/01/2015;10;Novo Mundo;Varejo;Demais Produtos;Móveis e Colchões;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Santos;F;entre 21 a 30 anos;2014;12;23/12/2014;29/12/2014;19/01/2015;6;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos de Telefonia e Informática;Aparelho celular;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Guarulhos;M;entre 41 a 50 anos;2014;12;23/12/2014;30/12/2014;20/01/2015;7;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;F;entre 41 a 50 anos;2014;12;04/12/2014;12/12/2014;02/01/2015;8;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;M;entre 51 a 60 anos;2014;12;19/12/2014;24/12/2014;14/01/2015;5;Decolar.com;Agências de Viagens;Turismo/Viagens;Pacote / excursão / agência de turismo;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;São José dos Pinhais;M;entre 51 a 60 anos;2014;12;19/12/2014;29/12/2014;19/01/2015;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
S ;SC;Jaraguá do Sul;M;entre 31 a 40 anos;2014;12;11/12/2014;20/12/2014;10/01/2015;9;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Domicílio;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;M;entre 21 a 30 anos;2014;12;11/12/2014;13/12/2014;03/01/2015;2;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Jales;M;entre 41 a 50 anos;2014;12;11/12/2014;20/12/2014;10/01/2015;9;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Atendimento / SAC;Dificuldade de contato / demora no atendimento;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Almirante Tamandaré;M;entre 21 a 30 anos;2014;12;23/12/2014;29/12/2014;19/01/2015;6;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
S ;SC;Itaiópolis;F;entre 21 a 30 anos;2014;12;30/12/2014;08/01/2015;29/01/2015;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
NE;BA;Salvador;M;entre 21 a 30 anos;2014;12;15/12/2014;18/12/2014;08/01/2015;3;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos de Telefonia e Informática;Tablet;Entrega do Produto;Produto entregue incompleto / diferente do  pedido;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
S ;RS;Porto Alegre;F;entre 21 a 30 anos;2014;12;15/12/2014;19/12/2014;07/01/2015;4;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Negativação indevida;Loja física;S;S;Finalizada avaliada;Resolvida;4
SE;SP;Pereira Barreto;F;entre 41 a 50 anos;2014;12;24/12/2014;30/12/2014;20/01/2015;6;Walmart.com;Comércio Eletrônico;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Maringá;M;entre 31 a 40 anos;2014;12;09/12/2014;15/12/2014;05/01/2015;5;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
